,File Input,Label,Predictions,ProbPosNormal,ProbNegNormal,PredictionsStopRemoved
16,martin scorseses triumphant adaptation edith age innocence stunning quintessential new york filmmaker man brought streets taxi driver mean streets life seems odd choice scorsese do period piece early 1900s fact pulls off brilliantly wonder testament greatness scorsese filmmaker gorgeous visual experience surely scorseses finest archer daylewis prestigious lawyer engaged may ryder somewhat empty shallow new yorker belongs prestigious family quite beautiful marriage will unite two very prestigious families society where nothing important than opinions others day archer announce engagement may ellen pfeiffer cousin may walks into archers life archer immediately captivated finds himself love ellen archer also bound limits new york society intrusive any other world archer finds himself having secret love affair mind attempting keep mind while trying lose social status films subject matter may seem alien scorsese theme definitely theme forbidden romance guilty pleasures consequences causes because those actions there painstakingly flawed hero choice between life wants life destined truth society audience doesnt know wants find much society goodfellas even kundun performances absolutely breathtaking daylewis portrays mental anguish face than man should forced take pfeiffer marvelous mix passion beauty audience would die well ryder probably gem group quiet presence overwhelms plot slowly pushes daylewis closer closer eventual ending supporting cast also wonderful several characters singular indelible ones memory scorsese definitely passion filmmaking lavish sumptuous set design marvelous recreation new york wondrous sight literally transports viewer another world incredible imagery script also excellent slow buildup rapid conclusion fantastic ending seen believed difficult make period piece gripping scorsese however does beautifully famous cameras legendary director also everywhere patient films everything anything remotely important cameras sweep pan track do than theyve ever done subtle doesnt realize hes watching scorsese hallmarks until 2nd viewing central tracking shot probably longer complex than famous goodfellas shot viewer doesnt notice because we want see gorgeous world there few deft touches filmmaking simply outstanding joanne narration exquisite fast goodfellas shares common kundun than anything else kundun truly shines given chance fully breathe bloom end beautiful director continuing challenge himself year after year,1,1,-4227.240709295289,-4337.974283318713,1
17,plot dude brother driving crosscountry decide fool around cb radio isnt long before little prank gets someone put into coma long story next thing know following them too ensues then pick other friend girl dude crush whats still tail now three young bet dorothy gonna bumpy ride critique good ol time movies heres actually gives away most plotline trailer doesnt really bring anything new forefront if youve seen flicks duel breakdown youve crossed path before still manages entertain gangbusters realistic situations believable characters funny moments thrills chills whole lets give director john dahl continues put solid films every other year if havent seen red rock west do yourself favor right now down piece paper rent your earliest convenience much excellent premise sets everything even pace gives little bit background each main three characters then shows how small prank can lead whole trouble everyone paul walker really surprised me since ive never much thought him anything than pretty face damn ever pretty here actually manages put depth behind looks thats always appreciated films closely tied main characters sobieski also good she isnt long youd think man really takes another level steve zahn if youve loved guy goofball most previous roles youll appreciate him even here dude starts off most manic excited human beings ive seen quite time awesome only turn into man scared wits end flick speaking ending boy does deliver chilling moments during final 15 clicks arrow were practically each others arms well maybe im catch my drift each minute brought another turn events turn took even higher level once again kudos director dahl being able generate type intensity suspense tension great score editing style camerawork plotwise too did wonder how bad guy able track them well didnt really bother me much can assume had bugged car pretty much everything else story stuck glue couldnt help put myself shoes appreciate thoroughly desperate circumstance great even cooler ending will likely remembered better thrillers year amazing wheres joblo coming american psycho 1010 deep blue sea 810 eye beholder 410 fast furious 710 final destination 810 glass house 610 no way 810,1,0,-4196.543859474378,-4184.714125522222,0
18,wyatt earp lot tell little say story legendary lawman runs three hours nine minutes thats too long plays tv miniseries than story opens earp family farm young wyatt ready run away home wants fight civil war dad hackman different ideas wants son study law time passes wyatt heads west returns home marry after spell begins career law enforcement time costner brothers madsen david andrews ashby arrive tombstone wyatt tried hand everything hunting buffalo dealing cards wyatt earp very appealing places such cast costumes cinematography overstated story overpowered score most emotional impact can moved scene after scene after scene swelling strings suffocating speeches somber fine ask clint eastwood boasts two three count em three hammy death scenes still little bit earp goes long way life times legendary lawman uninteresting stuff uh unusual relations women example intriguing contrast characters credo nothing counts much blood equally amusing sequence decidedly director lawrence kasdan takes refreshingly realistic approach gunplay infamous gunfight ok both brutal brief devoid almost any theatrics dont look much glorified violence here despite large exclamation points story characters do come life diverse cast includes everyone betty buckley mackenzie kevin costner very good title role dances whitney get steely role requires though transformation lighthearted law student stoic sheriff fun watch tougher perfect world foil dennis quaid pulled deniro losing 40 pounds play terror doc holliday gaunt gamely hes scene stealer whos seen too little other familiar faces include tom sizemore looking bruce mcgill bill pullman looking jeff daniels lea thompson looking someone other than lea thompson both gene hackman isabella appear disappear magic while late entries catherine ohara jobeth williams surprisingly solid though story score shouldve tried less other credits technical tops production designer random art director gary costume designer colleen atwood helped spend mustve been enormous budget clearly no expense spared,1,0,-3553.2798707571915,-3539.0221277296655,0
19,first heard kevin costner making called postman thought american version starring costner god help us found remake postapocalyptic epic thought please god make him stop turns postman much better than had expected despite being set 2013 heart western band thugs terrorizes peaceful villagers wandering hero opposes bandits inspires others fight back setting however allows familiar plot take greater significance american society collapsed due plagues wars survivors live behind isolated villages struggle dead society reborn grand quality deserves epic scale costner grants costners nameless character wandering actor rides vast wasteland soon into service general bethlehem will patton former salesman turned bandit king our hero escapes discovers body dead postman taking uniform bag mail passes himself off representative restored united states shocked hope inspires people meets young disciple ford lincoln mercury larenz tate organizes fullscale postal service ford spreads postmans message hope until bethlehem finds villagers beginning resist rule war breaks between army postal workers costners character steps into legend created goes selfcentered loner leader revolution lie restored united states becomes prophecy postman odd blend bleak setting message wideeyed optimism sort sergio leone meets frank capra treatment hope renewal compelling could been another knockoff road warrior waterworld surprises viewer sensitively told story nobility emerging rubble tate standout movies large cast ford lincoln mercury polar opposite character debut menace ii society 1993 tate makes fords innocent belief hope convincing cynicism brutality performance sells interestingly tate moves usual streetsmart roles youthful optimism patton usually plays nice guys proves disarming villain olivia williams makes debut postmans love interest abby first meet abby asks him father child because husband sterile predictably husband soon eliminated bandits abby thrown back into company hero however relationship develops slowly emotional conflicts both characters explored she torn grief guilt anger resisting destiny postman costners best work thus far perhaps alone gives us hope future,1,1,-3744.152318977191,-3805.834027573439,1
20,zoolander worlds most successful influential male model derek zoolander wonders there life than being really really really good looking obviously films creator star ben stiller asked similar question crafting featurelength hilarious fashion awards subject can there than being really really really silly no course never aspires anything much derek zoolander sweet simpleton complex either social commentary comedy never produces any gutbusting laughs except maybe scene dereks model roommates die tragic gasoline fight accident riotously funny takeoff tommy ads satisfying handful strong chuckles wild characters performances mildly harsh fashion industry keep amused better yet exaggerated version original threeminute skit only blown efficient 95 minutes enough time string together goofball plot without exhausting gag zoolander opens several fashion bigwigs plotting assassinate prime minister malaysia since wants abolish child labor country thus driving costs fashion designer criminal mastermind will ferrell drafts plan dumbest fashion model carry evil deed enter derek whose career newcomer hansel owen wilson takes spotlight trail plot time magazine reporter matilda jeffries stillers reallife wife christine taylor shes hoping use pawn derek ultimately foil scheme much austin powers films zoolander relies heavily strength talent involved zany comedy features funniest people entertainment today wilson hysterical young vain hansel ferrell nearly steals show everyone flamboyant freakish same way dr evil upstages everyone austin powers jerry stiller bens dad whos best remembered frank costanza seinfeld makes priceless turn dereks slimy agent maury even ben stiller show alum andy dick shows deranged masseuse ben stiller seems derek gag hes stupid plays uproarious oneliners unfortunately taylor seems place league here maybe because cant stop seeing marcia brady she played both brady movies making unbelievable brainy plain jane hasnt had sex two years she leaves me pining cynicism janeane garofolo wouldve added real comic substance flimsy role while zoolander hardly screwball humor welcome during these trying times especially considering gross lack decent theaters these days zoolanders no masterpiece very worthy distraction,1,1,-3713.4224638785086,-3732.9211434418708,1
21,originally titled dont lose your head parody scarlet story first carry produced rank productions two english powdered sir rodney sidney james counterpart lord darcy jim dale decide travel revolutionary france attempt rescue fellow french aristocrats losing heads guillotine due series machinations disguises largely successful becomes known black because leaves calling card behind shows two fingers sticking black after rescues prominent de charles hawtrey citizen robespierre peter gilmore orders head secret police citizen big cheese kenneth williams citizen peter butterworth follow england do away him fact darcy once meets jacqueline robin fall love instantly tells identity gives locket realises nearby searches inn captures jacqueline thinking she wearing really jacqueline imprisoned bastille love desiree joan sims travel london pursuit pretend noble stock calling themselves de la de ma assistant invited darcy ball held desiree finds wearing locket around neck she ends falling love him attempts stall can return bastille rescue jacqueline moved climactic decides will lose heads end complex story than most carry ons enjoys good production values sets costumes cast sid james excellent english black kenneth williams excels evil peter butterworth expertly plays substantial part crony other acting honours go joan sims perfect desiree charles hawtrey excellent french although suffers disasterously overlong sword fight end largely successful due performances main stars slick professional production script definitely best series joy watch,1,1,-2887.365103190812,-2919.0531625365707,1
22,if there thing bothers me hollywood films predictable endings devils advocate atypical hollywood ending everything should happen does unfortunately devils advocate ending nearly collapses itself ruins entire nevertheless does provide two half hours pure entertainment note self kill whomever charge previews dont think quite prepared because trailers made appear supernatural horror satan well does contain element mentioned ads other plot elements seemingly interesting ones devils advocate begins florida ongoing trial session kevin lomax keanu reeves defense attorney working client whom been accused raping young girl ends notguilty verdict despite emotional testimony victim heather matarazzo leaves lovely wife mary ann charlize theron where approached offer travel new york city help choose good jury accepts mainly after seeing paycheck will receive flies new york wife after proving worth selecting juries perfect winning streak court head firm john milton al pacino asks him work permanently criminal lawyer graciously accepts where treated almost god given incredible apartment bigger than my entire house now hefty paycheck life seems rise course life suddenly begins slowly decline attracted fellow employee christabella connie nielson wife begins feel very lonely large apartment mary ann takes friendship neighbor always gives advice especially if wanted meanwhile kevin case surrounding alexander cullen craig t nelson apparently murdered three people spends hours upon hours case while forgetting loving wife may may going insane while john milton may may devil himself after while things turn completely upsidedown kevins wife claims seen monstrous images superimposed friends fellow employee murdered park mother judith ivey reveals information kevins real father big nightmare john milton really satan playing tricks kevins life devils advocate plays fairly straightforward odd reason screenwriters wanted surprise everyone giving us something we dont expect surprise conclusion supposed make us feel good go home without feeling depressed disturbed if devils advocate messes completely ironically felt depressed because ending now than would if had ended ten minutes early went into devils advocate expecting shocking horror exactly got settled disturbed mentally emotionally got most disturbing horrible aspect poor ending did mention didnt ending producers take thrilling roller coaster ride ending pull rug under films se7en usual suspects can survive surprise ending because expected less we know going end unpredictable way devils advocate other hand ends us knowing lot knowing nothing if confusing recommend watching then reading again overall enjoyed entire first two hours being drawn terrific character study then adding supernatural plot increase tension build character study runs clock slowly building until finally exploding highly charged climax unpredictable then settle nice resolution does occur point felt cheated taking us terror ride intrigue we follow kevin lomax around centerpiece everything occurs perspective our representation screen sort we forced witness conclusion makes most seem game dont want spoil ending can say go see decide yourself perhaps most shocking thing devils advocate extreme amount everything earned r rating reason there plenty nudity sex violence gore then gore violence sex nudity really isnt subtle anything showing us everything actually surprises me did receive nc17 rating quite harsh however does merits nudity sex among those dont condone sex nudity films if there might well enjoy biggest merit also most interesting watch confrontations between kevin lomax john milton entertaining stands amidst extreme hatred decline wife mary ann portrayed extremely effective charlize theron mary anns problems incredibly intense found myself wanting witness decline may sound uncaring wanted watch because felt sorry she most interesting character screen forced into world where she wanted something devils advocate contained actually shocked me reasons other than extreme violence nudity especially nature story actually something say humanity last scenes john milton explains kevin lomax game god plays children satan course comments human nature lust loathe vanity then god sets rules contradict human nature bashing humorous than frightening milton says true our society found myself laughing loud partially thinking funny realizing true these moral dilemmas present throughout devils advocate giving added depth many films skip over writing im sure came straight novel based something say our society deserves watched cast devils advocate highlights we see memorable faces put spins those memorable faces we dont expect heather matarazzo makes brief appearance terrorized victim opening court case she does great job probably big surprise keanu reeves proven himself uneven actor successes such speed bombs such johnny mnemonic tops himself performance never seen him believable date al pacino course scene stealer devilish performance equal those jack nicholson witches eastwick max von sydow things could easily gone too far over top many scenes remains completely believable if correct term jeffrey jones mostly known principal ferris buellers day off also gives good performance eddie barzoon judith ivey manages credible performance mother holds secret kevins past connie nielson very effective role she also appears naked several times familiar face twist coach star craig t nelson gives very good performance devils advocate rated r sexuality nudity violence language gore minutes moves along fairly quickly first two hours sat completely engaged good performances strong characters technical quality also remarkable great special effects good musical score director taylor hackford managed create very disturbing motion picture only ruin good chunk tension final fifteen minutes guess my biggest problem ending fact went into theater expecting disturbing hackford gave me long time before end got relied hollywood safety net order make mainstream personally would preferred ending fifteen minutes early,1,0,-10849.457057324344,-10810.450128199747,0
23,ingredients evangelist church synopsis sonny dewey robert duvall texas pentecostal preacher unexpectedly catches wife farrah fawcett bed another guy regrettable crime passion takes baseball bat guys head suddenly finds himself fugitive murder estranged wife two kids sins sonny flees rural bayou town louisiana himself new creature apostle e f apostle e f sonnys main mission revive abandoned church community preach gospel local radio station soon sets resurrecting way road heaven holiness temple sonny knows time short day police will find him opinion thoughtprovoking look evangelist real life terms believe robert duvall producer director writer main star apostle deserves oscar performance sonny religious crusader performance complex realistic ranks finest acting performances duvalls portrayal true believer authentic superb inspired offers audience completely honest look southern religion well portrait fallible complicated man driven beliefs incidentally real life duvall driven getting project underway since no major hollywood studio wanted risk complex evangelist apostle project lay dormant almost 13 years before duvall able get done paying production own money five million dollars terms hardhitting realism character portrayal apostle would rank best movies decade emphatically recommend apostle connoisseurs stage fine acting similarly those steep background pentecostal christianity would find apostle thoughtprovoking experience other hand main strength duvalls preaching also limits target audience terms plot pure entertainment value apostle definitely everyone teenagers action fans comedy fans people find church completely boring should stay far away since three quarters watching sonny preach church other words apostle four star performance very limited audience,1,1,-3008.855109073144,-3084.5610903375405,1
24,most amazing thing paul coxs innocence how unlike mean highest compliment if most studios were profile elderly couple rekindle 40yearold romance id want run hide sex scenes would handled farce producers would shed 20 years off characters ages susan sarandon harrison ford could star true love would shine through any obstacle without explanation consequence along charming romantic story innocence shows how increasing sense mortality combined revisiting past while being entrenched present can make something seems right seem downright questionable romance gets started former musician andreas charles bud learns true love claire julia blake lives nearby decide catch old times soon find themselves affair complicating matters andreas frail health claires longtime husband terry norris cant understand why hes suddenly become obsolete my mind less relationship between andreas claire than feelings everyone involved john claires husband endlessly questions did wrong claire initially insists shes grownup admittedly behaves child prospect thrills disappoints andreas begins question fate message cox delivers memorable dream sequence cox flashbacks including repeated vision roaring train reminder andreas claires past love young lovers met train we get feeling past present cast whole affair master understated cox strings together series memorable moments andreas dream sequence amidst roar train conversations we get whole picture andreas claires love we also get glimpses into john claires relationship during silent dinner shortly afterward claire admits john telling than any monologue could thats heard scraping forks against plates characters unlike anything ive seen theyre people many times movies especially television portray senior citizens spunky theyre reduced comedic buffoons ordinary people pile emotions claire andreas arent sure next step do want happy consists entirely different set conditions than theyve known throughout adult lives cox wrote script making john monster claires affair automatically justified norris effective john makes andreas claires love difficult accept we feel him hes decent man sure may become complacent never expected especially now much presented audience only expected material gets little drawn repetitive does however bringing tough questions offering easy answers cox displays skill isnt likely surpassed anyone anytime soon,1,1,-3913.9599759314465,-3943.6401363339614,1
25,contact tries do several different things intended present realistic picture alien contact might restore sense wonder mystery issue extraterrestrial life raise questions science faith how would relevant such situation tell personal story romance between astronomer dr ellie arroway jodie foster religious spokesman palmer joss matthew mcconaughey succeeds wonderfully first two goals portrayal communication alien world much reasonable albeit less immediately engaging than say coldblooded destructiveness invaders independence day even complex process abductions genetic forms ongoing plot line tvs xfiles aliens contact seem curious than anything else know we exist want us know exist would make next step communicate person wisely showing us aliens directly between characters ongoing speculation extraterrestrials outstanding visuals climactic yet enigmatic scene arroway arrives alien world sense wonder mystery comes through force rarely seen since stanley kubricks 2001 space odyssey most however takes place earth where there extended public debate how respond these aliens scientists enthusiastic religious leaders wary government officials caught somewhere between debate fueled largely dr atheism she seems obvious choice pilot spacecraft aliens provided blueprints many wary sending atheist representative another species partly successful raising exploring these questions especially reaches conclusion suggests two approaches science faith could viewed complementary rather than diametrically opposed still falls little short representation conflict exists american society two sides represented primarily arroway fundamentalists reality probably 80 americans neither nor fundamentalists palmer joss occupies something middle ground ultimately becomes distracted personal motives comes across spokesman any ideology then again does concentrate mostly public debate does after tend dominated rather than discussions contact accurate portrayal these issues then only within narrow scope confines itself films clear failure portrayal romance between arroway joss thing resorts tired clich two attractive people will immediately fall love soon appear screen together there does seem any other reason instant mutual attraction romance rarely if ever sheds any light characters although occasionally tries fails explanation quit priesthood because celibacy requirement guess could say im man cloth without cloth example punchline joke than character development instead romance mostly seems exist sake later plot developments granted plot characters secondary seemed laziness writers part than anything else successes contact however far outweigh failures even if social commentary had altogether didnt simple yet mysterious story alien communication still would made memorable contact doesnt quite cover bases covers much could hope twohour rejection bigbudget theatrics realistic story certainly admirable would surprised if ten years now contact mentioned same breath 2001 blade runner finest examples sophisticated intellectually relevant science fiction,1,1,-5041.206065230269,-5108.216170410052,1
26,billy bob thornton had sudden rise fame 1996s sling blade after spending years virtually unknown actor writer becoming most versatile most accomplished american actors around moment jacob simple times very bright loser brother bill paxtons hank thornton gives performance should leave indelible mark most hardened viewers three men hank paxton jacob thornton friend lou brent briscoe stumble upon plane wreck upon closer inspection yields rotting corpse bag full money jacob lou want pocket cash hank smarter perhaps naive three insists leaving money authorities find eventually agree keep cash safe until plane found then split money three ways things start going wrong though greed violence weaving ways through plan disaster sure strike director sam raimi evil dead darkman fame made excellent thoughtprovoking worlds away comic horror films made name while there couple moments might remind earlier work raimi made intelligent mature departure will hopefully sign even greater films come scott b smiths screenplay based novel havent read fine example escalating tension while does remind danny boyles shallow grave without abundance black humour keeps drama should really part such story morality lack thereof found subject matter cinematography reminds joel ethan coens fargo bleak snowy landscape almost becoming another character danny elfman also does well moody score if theres flaw goes little too long we think wrap things raimi smith decide let go little further while isnt really bad thing did become little frustrating times may been due fact had consumed large beforehand performances excellent usually annoying paxton fine form bridget fonda giving scenestealing turn hanks scheming wife excellent showcase thorntons fine skills actor great change direction raimi could very well career ahead him accomplished director dramatic films fingers crossed though doesnt stop him making another evil dead sequel,1,1,-3371.0489273135354,-3406.1945381376063,1
27,tibet entered american consciousness slowly during past few years burst into forefront recently dalai lama made speaking tours tibetan designs artifacts showing shops plight people captured imagination major actors artists now there two big budget films within many months kundun presence name monks call young dalai lama opens 1937 search 14th incarnation tibetan leader group monks enters village child catches attention young boy proves himself identifying possessions previous holy man mine family then moved monastery where prepared take position religious political leader country forced into difficult decisions china invades country peaceful isolated country fight off intruders attempts over next years yield no results eventually must make painful choice flee neighboring india comparisons seven years tibet inevitable both films cover much same ground although earlier does westerners point view features boxoffice draw brad pitt kundun features only native actors insiders story ways makes superior concept lacks movement spark made seven years such actors contribute realistic feel filmed morocco obvious reasons only disappointment chairman mao looks wax dummy moves if were computergenerated character intellectual level interesting see how two different approaches handle same facts events depicted differently pitts austrian portrayed pivotal influence dalai lamas life isnt even mentioned here glossed over seven years problems tibetan political system hinted here dalai lama muses we were change things after chinese attack magnificently beautiful thanks primarily cinematography roger deakins lingering camera shows exotic tibetan culture luscious detail especially striking extreme moving close sand grain grain visual treats than make movies faults creating poetic meditation audience walking theater feel awakened transcendental experience martin scorsese known dark tales underworld goodfellas taxi driver casino shifted gears something thematic followup last temptation christ slowest yet oddly enough director history graphic violence presenting history filled atrocities chinese most these events take place offscreen decision overexplain rituals commendable stumbling spits prophecies while trance state much effective mystery than if we were spoonfed interpretations philip score impressive although times too overwhelming distracting talked tibetan met outside theater had seen walking back see again hearing description how escaped tibet age seven how father soldiers accompanying dalai lama during trip india struck missing grand looks historically accurate there distance between audience concerned visuals history less human beings exception few scenes involvement characters slight those exceptions portrayal young dalai lama shown mischievous boy cant resist being kid sometimes encounter older brother j retired indiana university professor tells young leader chinese ordered him persuade him accept communist rule kill him outstanding moment there arent many these even problems kundun experience phenomenal fear most will miss many people saw seven years tibet will been there done attitude likely will miss widespread appeal public response will sound hand,1,1,-5569.120132648975,-5662.418320025251,1
28,swear seen edge before fact reminded me bear river wild other various films mixed into entirely different however edge done something most action films should do add heart characters we plot doing edge draws many suspenseful moments cliched scenes than say peacemaker unfortunately because those overused moments we can pretty much guess outcome leave screenwriter david mamet add humor few surprises mess your head surprise particular left me smiling because mamet actually had guts add script action films dime dozen hollywood while somewhat successful entertaining us lack thing would make them respected genre intelligence even horror films learned genre probably least respected them river wild best actionsuspense films seen 90s intelligence screenplay suspense drawn realistic characters nearly unmatched day edge intelligence smart characters time lack originality downfall must admit very suspenseful had original third half first hour half riddled cliches plot holes example final act saving instead other way around lost world if only screenplay had maintained final thirty minutes intensity could become great action use term loosely edge pretty much taking screams lead edge makes fun genres cliches then uses them though quite effectively charles morse anthony hopkins main character rich very intelligent man wonders accumulation knowledge brought him once we dont immediately care main character instead we bob alec baldwin photographer going take pictures charles wife mickey elle macpherson wilderness board plane head cabin somewhere arctic charles birthday same day receives gold watch wife pocket knife bob action films go these items do importance rest story quite bit than we first expect soon however bob wants find native shoot pictures because personality charles bob bobs assistant steve harold perrineau pilot head off find him shown previews hit flock birds flying south winter down plane goes pilot killed three left survive wilderness director lee aware silly plot follow therefore create original ways approach situations succeeds often enough us enjoy take instance entire bear plot been done many times films different animals even bears given charles intelligence bobs uncertainty many cliches given fresh twists even charles himself seems seen these action films before my favorite line comes charles most people die wilderness because didnt do thing could save life thinking despite predictability main plot subplot develops late took me surprise made me smile realized everything isnt seems anymore write reveal surprise instead will avoid entirely first twothirds edge many humorous moments push along charles survival techniques seem possible even making fire ice able create lot suspense stalking bear whenever bear present characters lose sensibility always wondered why characters films walk over log get across water why do intelligent person would crawl across guess getting chased bear makes your thought process turn off while thankfully we already begun care characters we let small detail slide technical details awkward such nice done fur coat charles bob make where did get thread needles acting highly above average nature borders phenomenal anthony hopkins gives terrific performance creating most likeable layered character since remains day hopkins usually brings greatness roles here exceeds gaining audiences sympathy something definitely did do silence lambs alec baldwin gives best performances ever seen sure better fair game baldwin can good bad character here succeeds both way can never quite guess if nice character until end baldwin able handle photographer elle macpherson gives good performance albeit slight she isnt much scenes she does she handles actress model harold perrineau good actor scenes nice underplayed eliminated early reveal nothing saying because inevitable predictable edge rated r graphic violence gore language violence little too disturbing even me nice change mindless action most us used too many cliches bog down director created very smooth suspenseful action recycled parts david mamets script though lot humor keep first hour afloat acting solid best thing script ending doesnt end normal highstrung action sequence small detail involving certain gift nice touch considering we had go through bear way most people laughed faded black due large credit bart bear way go bart,1,1,-7763.106435111141,-7781.689722185349,1
29,unusual suggestively violent films ever made se7en few steps away brilliance however those few steps away only few steps level evil depravity few people want discuss received mixed reviews upon release theres underlying sinister appeal intrigue many critics perhaps did notice times gets preachy horrors seems criticizing script ultimate payoff excellent shocking conclusion unpredictable endings most films predictable piece work 100 intensity uncomfortable watch yet compelling want look yet cannot turn away story creeps along slowly deliberately crafted visionary director david fincher experience tantalizing audience information visions giving away too much too soon guy directed ominous alien 3 se7en even ominous because threat real human while script takes artistic licence way diabolical killer works here actually realistic if human being could intelligent patient wealthy disillusioned after most bizarre opening credits ive ever seen refreshingly different editing style musical accompaniment initial character development takes place morgan freeman stars detective william somerset knowledgeable veteran ready give job sickness society brad pitt costars detective david mills young hotshot brand new unnamed city full fury catch bad guys these two fine actors give human qualities along appealing gwyneth paltrow plays tracy mills wife however none them stands above material no disrespect intended two other actors could played these parts probably would been same ironic note somerset only week 7 thats seven days left force train young protege title picture also refers 7 deadly sins chronicled john milton paradise lost gluttony greed lust pride envy wrath incidentally wrote sins order how each victim found last two sins most intriguing shocking wont give away said great ending no should spoil anyway brilliant killer sets make statement world these sins will no longer tolerated makes sinners suffer two partners stumble over corpse man learn eat himself death killer leaves small clues other murders course somerset mills smart enough stay him way if didnt would short deliberate pace allows craftsmanship detail story we see lot blood especially violent suggestion happens far disgusting than anything actually most violence pulp fiction se7en gory graphic disturbing gore still if tend get queasy dont eat food during kevin spacey plays john doe avenging angel claims hes messenger will right wrongs teachings many crazy men fine ideas sick ways expressing himself spacey doesnt appear until final 30 minutes also doesnt receive billing opening credits however appearance turns upside down should gotten oscar nomination great villain manages make either root him feel compelled listen ramblings regardless whether agree him character well written hard disagree says doing will remembered everyone no serial killer ever been creative se7en blatantly unsubtle messages horrors world often little too depressing lacks those areas makes believable dialogue topnotch screenwriting unexpected twists realistic characters technical aspects unobtrusive fincher uses lighting music editing quite well story always thrust fortunately we dont find happens mills somerset after closing credits run backwards screen better imagine paths will follow kind turn away quickly forget got sinister message john doe right thingthe evils world arent going cure themselves se7en raises tough questions intelligent enough allow audience answer many those questions themselves useless 1995s se7en brad pitt kevin spacey also competed 1995 best supporting actor 12 monkeys spacey usual suspects won,1,1,-6377.75949143574,-6424.671170568203,1
30,there works art almost impossible review because own complexity because legendary status prevents reviewer say anything original such masterpieces casablanca probably best history seventh art definitely most popular popularity can measured multitude less disguised remakes were made than half century since premiere also countless references makers use works day casablanca also very rare virtue both being praised critics loved general audience things makes even unique fact doomed fail least judging conventional moviemaking wisdom time based broadway play mediocre hadnt been produced stage screenplay three writers g epstein philip j epstein howard koch written shooting went along main actors were producers second choice finally man behind camera michael considered capable great director however commercially successful earned three oscars including best until very day considered best example hollywood making own golden age plot heavily influenced needs ww2 propaganda yet also used rather complicated now almost forgotten political circumstances global conflict order make intriguing story december 1941 casablanca exotic port atlantic coast north africa controlled officially neutral yet french government thousands refugees wartorn europe stuck there way lisbon safety america ready pay any price precious exit visas many shady characters misery including corrupt police chief captain rains best friend rick blaine bogart used idealistic now owns popular night club casablanca lives own cynical philosophy sticking neck nobody however everything changes gets possession two precious extra visas event coincides arrival two new refugees casablanca them victor laszlo czech resistance leader escaped three times nazi concentration camps became legend enslaved europe accompanied beautiful wife ilsa lund bergman whom rick had stormy affair eve nazi occupation paris couple needs visas especially because major strasser being trail rick now forced choose between love wounded pride interest own hatred fascism casting seems influenced divine inspiration humphrey bogart most legendary actor history cinema rare character actors elevated persona star status bogarts portrayal rick complicated man torn between idealistic past bitter present perfect icon would forever connected character another icon company ingrid bergman great actress old hollywood here artistic visual prime cinematic coupling bogart bergman became main symbols era filmmaking happier times romance screen didnt look childish nor trite contemporary works many people casablanca probably best romantic ever made reason isnt romance itself realistic story people forced make tough often wrong choices life casting casablanca right target case main leads supporting actors also did marvellous job sidney longstreet peter lorre were here mainly give mystic flavour spotted previous bogart classic john hustons falcon yet both them managed portray colourful original characters another shining example good casting now almost forgotten paul weakest part love triangle character victor laszlo believable charisma looks somebody could inspire millions people rise against nazi unfortunately charisma burdened laszlo leaves little place difficult choice making character forever overshadowed coupling however rick ilsa actually serious most memorable character casablanca captain brilliantly portrayed claude rains role lifetime embodiment perfect almost unmatched balance between ethical corruption physical charm despite being villain almost entire rains managed make sympathetic character final conversion side good symbolized subtle gesture end looked unnecessary rains also gave another dimension making even ambiguous people movies death discovered signs homosexuality relationship towards rick ricks final words leave room even outrageous together welldrawn characters exciting story good creating own atmosphere professional would probably field day discovering numerous historical geographical inaccuracies casablanca still shining example hollywood ww2 if realistic any way even if we dont see historical document casablanca can source entertainment well infinite inspiration,1,1,-6887.189355229458,-6959.331704052029,1
31,great musical pieces mozart himself amadeus true work art those few movies 80s will known class style intelligence why such good there almost too many reasons explain story court composer f murray abraham feels waves different emotions going through head wolfgang amadeus mozart tom comes into life young genius composer feels envy jealousy same time fascinated brilliance ingenious we travel through life composer through struggles triumphs ultimately demise acting abraham acting range enables him focus each individual emotion express through speech body language performance earned him well deserved oscar tom interesting well mozart quirky annoying bratty kid annoying laugh hes strong weak same time must aided wife elizabeth good role lacks dramatic depth jeffrey jones smaller dignified role than such roles stay tuned mom dad save world cast perfectly because noble charm every element works costumes makeup very memorable well stunning art direction unforgettable scores adapted original music while wolfgang amadeus mozart genius music milos forman proves genius filmmaking classic will remembered years come ad2am almost lost my nose breathing through jack nicholson chinatown,1,1,-2113.6428221927376,-2148.8860431682715,1
